TransactionAmt,ProductCD,card1,card2,card3,card4,card5,card6
200.0,R,2616,327.0,150.0,discover,102.0,credit
209.95,W,12253,170.0,150.0,visa,226.0,credit
117.0,W,10082,555.0,150.0,visa,226.0,debit
339.95,W,15497,490.0,150.0,visa,226.0,debit
25.0,W,9136,555.0,150.0,visa,226.0,debit
600.0,W,11653,561.0,150.0,mastercard,224.0,credit
200.0,R,2616,327.0,150.0,discover,102.0,credit
107.95,W,12695,490.0,150.0,visa,226.0,debit
2793.95,W,15333,562.0,150.0,visa,226.0,credit
40.0,W,1675,174.0,150.0,visa,226.0,debit
27.0,W,5738,268.0,150.0,visa,166.0,debit
38.97,W,18385,555.0,150.0,visa,226.0,debit
34.5,W,13833,111.0,150.0,visa,226.0,debit
108.95,W,12695,490.0,150.0,visa,226.0,debit
59.0,W,7919,194.0,150.0,mastercard,166.0,debit
150.0,W,3331,310.0,150.0,mastercard,224.0,debit
46.282,C,10876,104.0,185.0,visa,137.0,credit
500.0,R,9350,111.0,150.0,visa,162.0,credit
50.0,H,6170,174.0,150.0,visa,226.0,debit
50.0,H,17418,302.0,150.0,visa,226.0,debit
150.0,W,12544,321.0,150.0,visa,226.0,debit
47.95,W,4806,490.0,150.0,visa,226.0,debit
65.25399999999999,C,9633,130.0,185.0,visa,138.0,debit
179.95,W,5700,122.0,150.0,mastercard,126.0,debit
36.95,W,4293,112.0,150.0,mastercard,117.0,debit
30.0,W,10769,127.0,150.0,mastercard,224.0,debit
20.0,W,5273,555.0,150.0,visa,226.0,debit
65.25399999999999,C,4461,375.0,185.0,mastercard,224.0,debit
57.95,W,17188,321.0,150.0,visa,226.0,debit
20.0,W,17020,476.0,150.0,visa,166.0,debit
39.0,W,12260,236.0,150.0,visa,226.0,debit
72.99,W,10938,105.0,150.0,visa,226.0,credit
57.95,W,7508,321.0,150.0,visa,226.0,debit
50.0,W,11107,555.0,150.0,visa,226.0,debit
100.0,H,15511,562.0,150.0,mastercard,197.0,credit
57.95,W,2803,100.0,150.0,visa,226.0,debit
300.0,W,15651,417.0,150.0,visa,226.0,debit
50.0,W,12866,303.0,150.0,visa,226.0,debit
300.0,H,15359,562.0,150.0,mastercard,219.0,credit
390.0,W,7919,194.0,150.0,mastercard,166.0,debit
250.0,H,17480,181.0,150.0,visa,226.0,credit
108.5,W,7919,194.0,150.0,mastercard,166.0,debit
400.0,W,12694,422.0,150.0,visa,226.0,debit
62.595,C,4762,555.0,214.0,visa,102.0,credit
50.0,H,18375,174.0,150.0,visa,162.0,credit
335.0,W,18249,360.0,150.0,mastercard,126.0,debit
25.0,H,10486,514.0,150.0,mastercard,219.0,credit
171.0,W,6635,426.0,150.0,visa,226.0,debit
65.25399999999999,C,4461,375.0,185.0,mastercard,224.0,debit
335.0,W,15651,417.0,150.0,visa,226.0,debit
50.0,H,7542,555.0,150.0,visa,226.0,debit
50.0,W,10057,225.0,150.0,mastercard,224.0,debit
59.0,W,2746,555.0,150.0,mastercard,224.0,debit
2376.13,W,15066,170.0,150.0,mastercard,102.0,credit
150.0,H,11702,399.0,150.0,american express,236.0,credit
29.0,W,3553,180.0,150.0,mastercard,224.0,debit
226.0,W,9692,174.0,150.0,visa,195.0,debit
100.0,R,11454,111.0,150.0,visa,226.0,debit
300.0,W,15986,360.0,150.0,mastercard,229.0,debit
50.0,W,18268,583.0,150.0,visa,226.0,credit
117.0,W,16883,111.0,150.0,visa,226.0,debit
59.0,W,7919,194.0,150.0,mastercard,166.0,debit
10.0,W,17020,476.0,150.0,visa,166.0,debit
30.0,W,5700,122.0,150.0,mastercard,126.0,debit
44.409,C,15885,545.0,185.0,visa,138.0,debit
125.0,H,4967,290.0,150.0,visa,226.0,debit
30.0,H,7585,553.0,150.0,visa,226.0,credit
55.0,S,10486,514.0,150.0,mastercard,219.0,credit
29.243000000000002,C,15231,555.0,185.0,mastercard,195.0,credit
30.0,W,13307,428.0,150.0,visa,166.0,debit
25.0,H,15063,514.0,150.0,visa,226.0,credit
30.95,W,4436,174.0,150.0,visa,183.0,debit
100.0,W,18137,555.0,150.0,visa,226.0,debit
25.0,H,14349,170.0,150.0,mastercard,195.0,credit
47.0,W,4436,174.0,150.0,visa,183.0,debit
50.0,W,5488,143.0,150.0,visa,195.0,debit
107.95,W,11218,579.0,150.0,visa,226.0,debit
20.0,W,17399,111.0,150.0,mastercard,224.0,debit
90.0,W,7919,194.0,150.0,mastercard,166.0,debit
10.0,W,7919,194.0,150.0,mastercard,166.0,debit
58.95,W,11698,383.0,150.0,visa,226.0,debit
100.0,H,15063,514.0,150.0,visa,226.0,credit
61.95,W,2884,490.0,150.0,visa,226.0,debit
97.0,W,9500,321.0,150.0,visa,226.0,debit
50.0,H,16659,170.0,150.0,visa,226.0,credit
225.0,H,13809,583.0,150.0,visa,226.0,credit
511.95,W,7919,194.0,150.0,mastercard,202.0,debit
57.95,W,2803,100.0,150.0,visa,226.0,debit
60.0,W,15628,420.0,150.0,mastercard,224.0,debit
75.0,W,15066,170.0,150.0,mastercard,102.0,credit
150.0,H,17832,210.0,150.0,visa,226.0,credit
100.0,H,1406,555.0,150.0,visa,226.0,debit
45.0,W,3507,362.5554884999665,150.0,visa,226.0,credit
20.0,H,9803,583.0,150.0,visa,226.0,credit
25.0,H,1684,514.0,150.0,mastercard,224.0,credit
82.95,W,15497,490.0,150.0,visa,226.0,debit
57.95,W,6530,206.0,150.0,mastercard,126.0,debit
25.0,H,7762,310.0,150.0,mastercard,224.0,debit
47.95,W,4806,490.0,150.0,visa,226.0,debit
50.0,H,2455,321.0,150.0,visa,226.0,credit
39.0,W,8113,160.0,150.0,visa,226.0,debit
88.95,W,16255,470.0,150.0,mastercard,137.0,credit
57.95,W,4090,490.0,150.0,visa,226.0,debit
126.882,C,2801,130.0,185.0,visa,137.0,credit
117.0,W,1675,174.0,150.0,visa,226.0,debit
54.0,W,3507,362.5554884999665,150.0,visa,226.0,credit
25.95,W,2307,532.0,150.0,mastercard,224.0,debit
50.0,H,13944,555.0,150.0,visa,226.0,credit
32.97,W,4451,543.0,150.0,mastercard,224.0,debit
50.0,W,7919,194.0,150.0,mastercard,166.0,debit
102.95,W,15185,332.0,150.0,visa,226.0,debit
117.0,W,7826,481.0,150.0,mastercard,224.0,debit
14.26,C,3289,176.0,185.0,mastercard,224.0,debit
226.0,W,10023,111.0,150.0,visa,226.0,debit
34.0,W,10057,225.0,150.0,mastercard,224.0,debit
49.95,W,2377,203.0,150.0,visa,166.0,debit
35.95,W,12544,321.0,150.0,visa,226.0,debit
88.95,W,9098,170.0,150.0,mastercard,102.0,credit
59.0,W,14182,562.0,150.0,mastercard,102.0,credit
90.0,W,13780,298.0,150.0,visa,226.0,debit
30.95,W,7069,111.0,150.0,mastercard,166.0,debit
150.0,H,3821,111.0,150.0,mastercard,219.0,credit
201.0,W,14182,562.0,150.0,mastercard,102.0,credit
57.52,C,3154,408.0,185.0,mastercard,224.0,debit
49.0,W,7919,194.0,150.0,mastercard,166.0,debit
49.0,W,7919,194.0,150.0,mastercard,166.0,debit
117.0,W,1764,158.0,150.0,visa,226.0,debit
280.0,W,3682,264.0,150.0,visa,162.0,credit
100.0,W,2455,321.0,150.0,visa,226.0,credit
117.0,W,9112,250.0,150.0,visa,226.0,debit
117.0,W,9500,321.0,150.0,visa,226.0,debit
49.0,W,2884,490.0,150.0,visa,226.0,debit
14.26,C,15885,545.0,185.0,visa,138.0,debit
75.0,W,1684,514.0,150.0,mastercard,224.0,credit
50.0,H,14349,170.0,150.0,mastercard,195.0,credit
82.95,W,15497,490.0,150.0,visa,226.0,debit
68.5,W,10960,567.0,150.0,mastercard,117.0,debit
171.0,W,4993,553.0,150.0,visa,226.0,credit
200.0,W,16326,321.0,150.0,visa,226.0,credit
226.0,W,17188,321.0,150.0,visa,226.0,debit
10.0,S,15651,417.0,150.0,visa,226.0,debit
50.0,H,10836,537.0,150.0,mastercard,224.0,debit
75.0,H,10486,514.0,150.0,mastercard,219.0,credit
107.95,W,9500,321.0,150.0,visa,226.0,debit
11.299000000000001,C,2256,545.0,185.0,visa,226.0,credit
39.0,W,16727,111.0,150.0,visa,226.0,credit
30.0,H,17055,393.0,150.0,mastercard,117.0,debit
100.0,H,10486,514.0,150.0,mastercard,219.0,credit
36.95,W,15651,417.0,150.0,visa,226.0,debit
50.0,H,9803,583.0,150.0,visa,226.0,credit
40.0,W,1955,383.0,150.0,visa,226.0,debit
40.0,W,16053,225.0,150.0,mastercard,224.0,debit
154.071,C,18104,177.0,185.0,mastercard,197.0,credit
25.95,W,12866,303.0,150.0,visa,226.0,debit
300.0,W,14540,276.0,150.0,visa,226.0,debit
100.0,R,16659,170.0,150.0,visa,226.0,credit
29.0,W,7919,194.0,150.0,mastercard,166.0,debit
103.97,W,14298,321.0,150.0,visa,226.0,debit
149.95,W,11106,100.0,150.0,visa,226.0,credit
50.0,H,6739,264.0,150.0,visa,226.0,credit
25.0,S,15993,555.0,150.0,visa,226.0,debit
43.501999999999995,C,3154,408.0,185.0,mastercard,224.0,debit
55.95,W,8320,476.0,150.0,visa,166.0,debit
13.292,C,9633,130.0,185.0,visa,138.0,debit
50.0,H,13766,555.0,150.0,visa,226.0,credit
43.97,W,2114,396.0,150.0,mastercard,224.0,debit
50.0,W,11162,346.0,150.0,mastercard,224.0,debit
54.5,W,5072,225.0,150.0,mastercard,224.0,debit
100.0,H,8953,321.0,150.0,visa,226.0,debit
50.95,W,8320,476.0,150.0,visa,166.0,debit
44.5,W,16053,225.0,150.0,mastercard,224.0,debit
34.0,W,12262,127.0,150.0,mastercard,224.0,debit
25.0,W,1802,555.0,150.0,visa,226.0,debit
90.0,H,2455,321.0,150.0,visa,226.0,credit
335.0,W,6598,111.0,150.0,mastercard,195.0,debit
50.0,H,7861,494.0,150.0,visa,226.0,credit
27.552,C,4762,555.0,214.0,visa,102.0,credit
188.0,W,10856,268.0,150.0,visa,166.0,debit
117.0,W,14813,165.0,150.0,mastercard,224.0,debit
21.95,W,5403,555.0,150.0,visa,226.0,debit
103.97,W,5374,170.0,150.0,mastercard,117.0,debit
58.95,W,17188,321.0,150.0,visa,226.0,debit
250.0,W,7155,111.0,150.0,visa,162.0,credit
36.95,W,12839,321.0,150.0,visa,226.0,debit
25.0,W,1342,514.0,150.0,mastercard,224.0,debit
120.0,W,12695,490.0,150.0,visa,226.0,debit
30.0,W,16547,512.0,150.0,mastercard,117.0,debit
30.0,W,11839,490.0,150.0,visa,226.0,debit
55.0,W,15125,111.0,150.0,visa,195.0,debit
100.0,W,9885,481.0,150.0,mastercard,117.0,debit
55.95,W,3277,111.0,150.0,visa,226.0,debit
226.0,W,15813,251.0,150.0,visa,226.0,debit
300.0,W,1724,583.0,150.0,visa,226.0,credit
17.522000000000002,C,9633,130.0,185.0,visa,138.0,debit
151.0,W,13528,536.0,150.0,visa,226.0,debit
97.0,W,5033,269.0,150.0,mastercard,224.0,debit
35.95,W,16297,544.0,150.0,mastercard,117.0,debit
107.95,W,7919,194.0,150.0,mastercard,166.0,debit
800.0,W,7919,194.0,150.0,mastercard,202.0,debit
100.0,H,5146,555.0,150.0,visa,226.0,debit
100.0,R,6019,583.0,150.0,visa,226.0,credit
20.0,W,15497,490.0,150.0,visa,226.0,debit
34.5,W,7322,411.0,150.0,visa,226.0,debit
280.0,W,16132,111.0,150.0,visa,226.0,debit
100.0,R,6019,583.0,150.0,visa,226.0,credit
129.95,W,15651,417.0,150.0,visa,226.0,debit
154.071,C,18104,177.0,185.0,mastercard,197.0,credit
48.699,C,4762,555.0,214.0,visa,102.0,credit
90.95,W,14025,479.0,150.0,visa,226.0,debit
40.0,S,15592,494.0,150.0,mastercard,102.0,credit
40.0,W,17055,393.0,150.0,mastercard,117.0,debit
159.95,W,5787,543.0,150.0,mastercard,224.0,debit
315.95,W,9500,321.0,150.0,visa,226.0,debit
650.0,W,9500,321.0,150.0,visa,226.0,debit
37.037,C,2275,555.0,119.0,visa,137.0,credit
900.0,R,9043,170.0,150.0,visa,195.0,credit
499.95,W,15651,417.0,150.0,visa,226.0,debit
311.95,W,2884,490.0,150.0,visa,226.0,debit
150.0,S,5561,555.0,150.0,visa,226.0,debit
1879.97,W,8908,583.0,150.0,visa,226.0,credit
59.0,W,15066,170.0,150.0,mastercard,102.0,credit
117.0,W,3989,555.0,150.0,visa,226.0,debit
20.0,H,18370,547.0,150.0,visa,226.0,debit
20.0,W,9500,321.0,150.0,visa,226.0,debit
107.95,W,11282,478.0,150.0,visa,166.0,debit
1014.0,W,7483,461.0,150.0,visa,226.0,debit
12.809000000000001,C,11201,103.0,185.0,visa,226.0,debit
59.0,W,5033,269.0,150.0,mastercard,224.0,debit
100.0,H,9500,321.0,150.0,visa,226.0,debit
49.0,W,17055,393.0,150.0,mastercard,117.0,debit
100.0,W,10023,111.0,150.0,visa,226.0,debit
100.0,H,6019,583.0,150.0,visa,226.0,credit
50.0,W,8394,490.0,150.0,visa,226.0,debit
25.0,H,2020,490.0,150.0,visa,226.0,debit
154.071,C,12616,490.0,150.0,visa,199.27889697943476,credit
26.95,W,17188,321.0,150.0,visa,226.0,debit
117.0,W,10750,382.0,150.0,visa,226.0,debit
100.0,H,6019,583.0,150.0,visa,226.0,credit
10.0,S,11207,361.0,150.0,visa,226.0,debit
78.95,W,17188,321.0,150.0,visa,226.0,debit
50.0,H,6832,134.0,150.0,visa,226.0,credit
6.405,C,11201,103.0,185.0,visa,226.0,debit
117.0,W,13780,298.0,150.0,visa,226.0,debit
40.0,W,16132,111.0,150.0,visa,226.0,debit
58.95,W,14199,225.0,150.0,visa,226.0,debit
30.95,W,6453,555.0,150.0,visa,226.0,debit
6.405,C,11201,103.0,185.0,visa,226.0,debit
40.0,W,6700,225.0,150.0,mastercard,224.0,debit
25.0,H,15084,432.0,150.0,visa,226.0,credit
99.693,C,5977,555.0,135.0,mastercard,224.0,debit
39.0,W,6207,355.0,150.0,visa,166.0,debit
108.95,W,8320,476.0,150.0,visa,166.0,debit
49.0,W,10682,514.0,150.0,mastercard,224.0,debit
15.225999999999999,C,4762,555.0,214.0,visa,102.0,credit
201.95,W,2261,111.0,150.0,visa,226.0,debit
100.0,W,11207,361.0,150.0,visa,226.0,debit
129.97,W,18103,288.0,150.0,visa,226.0,debit
105.0,W,16132,111.0,150.0,visa,226.0,debit
30.0,W,2356,143.0,150.0,visa,226.0,debit
30.95,W,12037,595.0,150.0,mastercard,224.0,debit
154.071,C,12616,490.0,150.0,visa,199.27889697943476,credit
29.0,W,15986,360.0,150.0,mastercard,229.0,debit
59.0,W,7919,194.0,150.0,mastercard,166.0,debit
77.0,W,10120,512.0,150.0,mastercard,117.0,debit
15.225999999999999,C,4762,555.0,214.0,visa,102.0,credit
87.0,W,7819,555.0,150.0,visa,226.0,debit
209.95,W,1275,521.0,150.0,visa,226.0,debit
108.95,W,13960,206.0,150.0,visa,166.0,debit
37.037,C,12876,555.0,119.0,mastercard,137.0,credit
158.5,W,17670,310.0,150.0,mastercard,224.0,debit
100.0,H,18195,111.0,150.0,visa,226.0,debit
17.764,C,4461,375.0,185.0,mastercard,224.0,debit
105.0,W,14415,481.0,150.0,mastercard,224.0,credit
20.0,W,7919,194.0,150.0,mastercard,166.0,debit
117.0,W,10112,360.0,150.0,visa,166.0,debit
150.0,R,16658,555.0,150.0,visa,226.0,debit
206.0,W,7676,512.0,150.0,visa,226.0,debit
225.0,W,15066,170.0,150.0,mastercard,102.0,credit
58.95,W,6530,206.0,150.0,mastercard,126.0,debit
107.95,W,9500,321.0,150.0,visa,226.0,debit
44.0,W,10856,268.0,150.0,visa,166.0,debit
49.0,W,11145,460.0,150.0,mastercard,224.0,debit
150.0,R,10210,279.0,150.0,visa,226.0,debit
100.0,H,6729,383.0,150.0,visa,226.0,debit
28.47,W,15066,170.0,150.0,mastercard,102.0,credit
20.0,H,16075,514.0,150.0,mastercard,102.0,credit
77.0,W,15205,270.0,150.0,visa,166.0,debit
30.95,W,12544,321.0,150.0,visa,226.0,debit
73.773,C,15885,545.0,185.0,visa,138.0,debit
16.555,C,8788,555.0,214.0,visa,162.0,credit
92.0,W,16494,454.0,150.0,visa,226.0,debit
160.5,W,9696,555.0,150.0,visa,226.0,debit
100.0,W,7919,194.0,150.0,mastercard,202.0,debit
35.95,W,8406,264.0,150.0,visa,226.0,debit
117.0,W,9400,111.0,150.0,mastercard,224.0,debit
50.0,W,10486,514.0,150.0,mastercard,219.0,credit
107.95,W,8406,264.0,150.0,visa,226.0,debit
39.0,W,2803,100.0,150.0,visa,226.0,debit
213.0,W,11168,543.0,150.0,mastercard,224.0,debit
411.95,W,7036,555.0,150.0,visa,226.0,debit
21.95,W,7919,194.0,150.0,mastercard,202.0,debit
67.95,W,6835,555.0,150.0,mastercard,117.0,debit
200.0,H,3821,111.0,150.0,mastercard,219.0,credit
25.95,W,12544,321.0,150.0,visa,226.0,debit
24.0,W,15484,418.0,150.0,visa,226.0,debit
59.0,W,1214,174.0,150.0,visa,226.0,credit
226.0,W,1804,161.0,150.0,mastercard,117.0,debit
60.0,W,14410,276.0,150.0,visa,226.0,debit
34.0,W,11157,215.0,150.0,visa,226.0,debit
213.0,W,11157,215.0,150.0,visa,226.0,debit
59.0,W,7919,194.0,150.0,mastercard,202.0,debit
108.95,W,15372,241.0,150.0,visa,226.0,debit
59.0,W,1893,514.0,150.0,mastercard,224.0,credit
32.325,C,5365,177.0,185.0,mastercard,224.0,credit
75.0,W,16632,215.0,150.0,mastercard,229.0,debit
50.0,H,6019,583.0,150.0,visa,226.0,credit
226.0,W,2616,327.0,150.0,discover,102.0,credit
36.95,W,13921,143.0,150.0,visa,226.0,debit
36.95,W,17131,111.0,150.0,mastercard,224.0,debit
63.95,W,18132,567.0,150.0,mastercard,117.0,debit
25.0,W,9112,250.0,150.0,visa,226.0,debit
100.0,H,15511,562.0,150.0,mastercard,197.0,credit
107.95,W,7676,512.0,150.0,visa,226.0,debit
107.95,W,9500,321.0,150.0,visa,226.0,debit
100.0,H,10486,514.0,150.0,mastercard,219.0,credit
107.95,W,6729,383.0,150.0,visa,226.0,debit
700.0,W,2455,321.0,150.0,visa,226.0,credit
59.0,W,8135,247.0,150.0,visa,226.0,credit
360.0,W,16221,555.0,150.0,visa,226.0,debit
75.0,H,6019,583.0,150.0,visa,226.0,credit
50.0,H,12566,399.0,150.0,american express,137.0,credit
92.0,W,16632,215.0,150.0,mastercard,229.0,debit
100.0,W,4436,174.0,150.0,visa,183.0,debit
107.95,W,12598,111.0,150.0,visa,166.0,debit
50.0,W,7861,494.0,150.0,visa,226.0,credit
22.0,W,7919,194.0,150.0,mastercard,166.0,debit
92.0,W,11157,215.0,150.0,visa,226.0,debit
25.0,H,2616,327.0,150.0,discover,102.0,credit
35.95,W,7919,194.0,150.0,mastercard,166.0,debit
117.0,W,7826,481.0,150.0,mastercard,224.0,debit
107.95,W,6729,383.0,150.0,visa,226.0,debit
226.0,W,7664,490.0,150.0,visa,226.0,debit
270.0,W,14858,558.0,150.0,visa,226.0,debit
778.44,W,2455,321.0,150.0,visa,226.0,credit
29.002,C,14494,555.0,102.0,visa,138.0,debit
141.0,W,9500,321.0,150.0,visa,226.0,debit
62.95,W,9112,250.0,150.0,visa,226.0,debit
250.0,R,5938,111.0,150.0,visa,162.0,credit
209.95,W,4272,111.0,150.0,visa,226.0,debit
200.0,W,16132,111.0,150.0,visa,226.0,debit
93.0,W,4067,445.0,150.0,mastercard,224.0,debit
50.0,H,6054,327.0,150.0,discover,199.27889697943476,credit
30.0,S,2627,271.0,150.0,visa,226.0,debit
44.0,W,12577,268.0,150.0,visa,166.0,debit
39.5,W,1939,360.0,150.0,visa,166.0,debit
54.5,W,9500,321.0,150.0,visa,226.0,debit
21.389,C,4461,375.0,185.0,mastercard,224.0,debit
100.0,H,7585,553.0,150.0,visa,226.0,credit
664.0,W,12501,490.0,150.0,visa,226.0,debit
335.0,W,12260,236.0,150.0,visa,226.0,debit
57.95,W,10112,360.0,150.0,visa,166.0,debit
50.0,H,10616,583.0,150.0,visa,226.0,credit
108.5,W,7676,512.0,150.0,visa,226.0,debit
47.95,W,14653,194.0,150.0,mastercard,166.0,debit
100.0,H,8661,216.0,150.0,visa,226.0,credit
59.0,W,15066,170.0,150.0,mastercard,102.0,credit
50.0,H,17854,399.0,150.0,american express,198.0,credit
100.0,H,7585,553.0,150.0,visa,226.0,credit
31.0,W,12695,490.0,150.0,visa,226.0,debit
15.0,S,12866,303.0,150.0,visa,226.0,debit
50.0,W,15678,111.0,150.0,mastercard,224.0,debit
55.0,W,2752,390.0,150.0,mastercard,224.0,debit
20.97,W,9500,321.0,150.0,visa,226.0,debit
424.95,W,12729,555.0,150.0,visa,226.0,debit
117.0,W,3870,555.0,150.0,visa,226.0,debit
100.0,W,15333,562.0,150.0,visa,226.0,credit
48.699,C,1976,545.0,185.0,visa,102.0,credit
75.0,H,16659,170.0,150.0,visa,226.0,credit
36.5,W,6530,206.0,150.0,mastercard,126.0,debit
632.0,W,7585,553.0,150.0,visa,226.0,credit
34.319,C,12722,555.0,147.0,mastercard,166.0,debit
80.0,W,15016,512.0,150.0,visa,226.0,debit
75.404,C,13413,103.0,185.0,visa,137.0,credit
78.95,W,17131,111.0,150.0,mastercard,224.0,debit
68.97,W,3148,111.0,150.0,visa,226.0,debit
20.0,W,11207,361.0,150.0,visa,226.0,debit
280.0,W,12501,490.0,150.0,visa,226.0,debit
49.0,W,6481,111.0,150.0,visa,226.0,debit
25.618000000000002,C,3887,202.0,185.0,mastercard,137.0,credit
63.97,W,12695,490.0,150.0,visa,226.0,debit
92.0,W,10112,360.0,150.0,visa,166.0,debit
85.0,W,6530,206.0,150.0,mastercard,126.0,debit
25.0,H,7900,345.0,150.0,mastercard,224.0,debit
34.0,W,9500,321.0,150.0,visa,226.0,debit
47.95,W,4272,111.0,150.0,visa,226.0,debit
30.0,H,16659,170.0,150.0,visa,226.0,credit
600.0,W,7919,194.0,150.0,mastercard,166.0,debit
100.0,R,1588,399.0,150.0,american express,198.0,credit
150.0,R,10112,360.0,150.0,visa,166.0,debit
200.0,W,12695,490.0,150.0,visa,226.0,debit
100.0,H,4186,446.0,150.0,visa,226.0,debit
47.95,W,14653,194.0,150.0,mastercard,166.0,debit
100.0,W,10049,555.0,150.0,visa,226.0,debit
107.95,W,14079,360.0,150.0,mastercard,126.0,debit
25.0,H,10057,225.0,150.0,mastercard,224.0,debit
47.95,W,14653,194.0,150.0,mastercard,166.0,debit
15.0,H,4151,404.0,150.0,mastercard,102.0,credit
100.0,W,8225,543.0,150.0,mastercard,224.0,debit
41.0,W,6530,206.0,150.0,mastercard,126.0,debit
78.5,W,10112,360.0,150.0,visa,166.0,debit
100.0,R,10486,514.0,150.0,mastercard,219.0,credit
46.95,W,14653,194.0,150.0,mastercard,166.0,debit
18.67,C,1976,545.0,185.0,visa,102.0,credit
982.0,W,13709,555.0,208.0,visa,137.0,debit
15.0,H,4151,404.0,150.0,mastercard,102.0,credit
75.0,R,9112,250.0,150.0,visa,226.0,debit
50.0,S,10616,583.0,150.0,visa,226.0,credit
99.95,W,15333,562.0,150.0,visa,226.0,credit
115.0,W,10049,555.0,150.0,visa,226.0,debit
35.0,H,6019,583.0,150.0,visa,226.0,credit
59.0,W,16132,111.0,150.0,visa,226.0,debit
34.0,W,7224,173.0,150.0,visa,166.0,debit
108.5,W,7835,361.0,150.0,visa,226.0,debit
25.0,H,7155,111.0,150.0,visa,162.0,credit
15.0,H,10754,399.0,150.0,american express,198.0,credit
226.0,W,12501,490.0,150.0,visa,226.0,debit
159.95,W,1807,189.0,150.0,visa,226.0,debit
100.0,W,7919,194.0,150.0,mastercard,166.0,debit
81.627,C,1976,545.0,185.0,visa,102.0,credit
265.0,W,9112,250.0,150.0,visa,226.0,debit
44.0,W,7919,194.0,150.0,mastercard,166.0,debit
88.95,W,15372,241.0,150.0,visa,226.0,debit
30.95,W,11207,361.0,150.0,visa,226.0,debit
200.0,W,10057,225.0,150.0,mastercard,224.0,debit
109.0,W,10447,490.0,150.0,visa,226.0,debit
100.0,W,3685,490.0,150.0,visa,226.0,debit
81.627,C,1976,545.0,185.0,visa,102.0,credit
117.0,W,3056,268.0,150.0,visa,166.0,debit
50.0,W,11162,346.0,150.0,mastercard,224.0,debit
50.0,W,15066,170.0,150.0,mastercard,102.0,credit
150.0,W,4141,404.0,150.0,mastercard,102.0,credit
117.0,W,17188,321.0,150.0,visa,226.0,debit
100.0,H,15757,322.0,150.0,visa,195.0,debit
77.0,W,14182,562.0,150.0,mastercard,102.0,credit
81.627,C,1976,545.0,185.0,visa,102.0,credit
50.0,H,15063,514.0,150.0,visa,226.0,credit
11.963,C,15885,545.0,185.0,visa,138.0,debit
35.95,W,10023,111.0,150.0,visa,226.0,debit
9.062999999999999,C,3154,408.0,185.0,mastercard,224.0,debit
50.0,H,7202,399.0,150.0,american express,118.0,credit
50.0,H,6019,583.0,150.0,visa,226.0,credit
85.796,C,4461,375.0,185.0,mastercard,224.0,debit
81.627,C,3327,545.0,185.0,visa,226.0,credit
100.0,H,6019,583.0,150.0,visa,226.0,credit
20.0,W,7919,194.0,150.0,mastercard,166.0,debit
40.0,W,12695,490.0,150.0,visa,226.0,debit
25.0,S,5463,399.0,150.0,american express,137.0,credit
300.0,W,7508,321.0,150.0,visa,226.0,debit
50.0,W,7078,479.0,150.0,visa,226.0,debit
57.95,W,14712,111.0,150.0,visa,226.0,debit
75.0,H,2803,100.0,150.0,visa,226.0,debit
159.95,W,10989,360.0,150.0,visa,166.0,debit
50.0,H,15497,490.0,150.0,visa,226.0,debit
209.95,W,5033,269.0,150.0,mastercard,224.0,debit
40.0,W,14080,133.0,150.0,visa,226.0,debit
29.0,W,18018,452.0,150.0,mastercard,117.0,debit
50.0,W,1749,543.0,150.0,mastercard,117.0,debit
50.0,H,13526,529.0,150.0,visa,162.0,credit
54.5,W,13085,417.0,150.0,visa,195.0,debit
209.95,W,15882,555.0,150.0,visa,226.0,credit
40.0,W,12695,490.0,150.0,visa,226.0,debit
557.0,W,10616,583.0,150.0,visa,226.0,credit
80.0,W,13526,529.0,150.0,visa,162.0,credit
59.0,W,12866,303.0,150.0,visa,226.0,debit
58.95,W,6516,555.0,150.0,mastercard,224.0,debit
55.0,W,7919,194.0,150.0,mastercard,166.0,debit
80.0,W,7554,553.0,150.0,visa,226.0,debit
35.0,H,14349,170.0,150.0,mastercard,195.0,credit
50.0,W,5492,113.0,150.0,visa,226.0,debit
56.5,W,6580,284.0,150.0,visa,100.0,debit
29.0,W,7919,194.0,150.0,mastercard,166.0,debit
81.204,C,5977,555.0,135.0,mastercard,224.0,debit
30.0,W,11207,361.0,150.0,visa,226.0,debit
32.748000000000005,C,9633,130.0,185.0,visa,138.0,debit
72.95,W,6550,362.5554884999665,150.0,visa,226.0,debit
100.0,W,9500,321.0,150.0,visa,226.0,debit
81.627,C,3327,545.0,185.0,visa,226.0,credit
50.0,H,7246,110.0,150.0,mastercard,137.0,credit
39.0,W,7919,194.0,150.0,mastercard,166.0,debit
59.0,W,12766,512.0,150.0,mastercard,224.0,debit
49.0,W,4663,490.0,150.0,visa,166.0,debit
100.0,H,14998,562.0,150.0,mastercard,219.0,credit
50.0,W,17188,321.0,150.0,visa,226.0,debit
75.0,H,6174,490.0,150.0,visa,226.0,debit
57.95,W,2692,150.0,150.0,visa,226.0,debit
14.26,C,9633,296.0,185.0,visa,138.0,debit
38.97,W,16994,206.0,150.0,mastercard,166.0,debit
29.5,W,7676,512.0,150.0,visa,226.0,debit
40.0,W,9500,321.0,150.0,visa,226.0,debit
117.0,W,7826,481.0,150.0,mastercard,224.0,debit
100.0,W,10836,537.0,150.0,mastercard,224.0,debit
75.0,H,6174,490.0,150.0,visa,226.0,debit
